,За 0 дней,За 1 дней,За 2 дней,За 3 дней,За 4 дней,За 5 дней,За 6 дней,За 7 дней,За 8 дней,За 9 дней
2026-05-26,7.0,7.0,5.0,4.0,9.0,8.0,8.0,8.0,8.0,7.0
2026-05-27,2.0,2.0,2.0,2.0,7.0,7.0,7.0,6.0,9.0,9.0
2026-05-28,4.0,4.0,3.0,3.0,8.0,9.0,6.0,11.0,7.0,8.0
2026-05-29,4.0,4.0,5.0,3.0,8.0,9.0,7.0,8.0,9.0,8.0
2026-05-30,7.0,6.0,5.0,6.0,12.0,11.0,7.0,8.0,8.0,10.0
2026-05-31,4.0,4.0,5.0,7.0,7.0,10.0,11.0,9.0,9.0,9.0
2026-06-01,4.0,4.0,5.0,7.0,8.0,10.0,10.0,10.0,10.0,8.0
2026-06-02,7.0,8.0,7.0,6.0,9.0,9.0,10.0,10.0,9.0,9.0
2026-06-03,11.0,10.0,11.0,8.0,11.0,11.0,9.0,11.0,11.0,10.0
2026-06-04,9.0,9.0,8.0,7.0,11.0,10.0,11.0,10.0,12.0,10.0
2026-06-05,8.0,6.0,8.0,8.0,11.0,10.0,10.0,11.0,10.0,11.0
2026-06-06,8.0,7.0,7.0,10.0,11.0,12.0,9.0,10.0,10.0,11.0
2026-06-07,6.0,5.0,5.0,9.0,9.0,12.0,15.0,9.0,12.0,11.0
2026-06-08,2.0,3.0,2.0,4.0,7.0,6.0,10.0,12.0,10.0,12.0
2026-06-09,3.0,4.0,4.0,7.0,7.0,6.0,6.0,10.0,11.0,9.0
2026-06-10,2.0,2.0,3.0,7.0,8.0,8.0,9.0,10.0,9.0,11.0
2026-06-11,3.0,3.0,7.0,9.0,6.0,6.0,7.0,11.0,11.0,10.0
2026-06-12,5.0,5.0,6.0,8.0,8.0,8.0,5.0,9.0,11.0,12.0
2026-06-13,4.0,4.0,6.0,6.0,9.0,10.0,8.0,8.0,9.0,9.0
2026-06-14,3.0,3.0,4.0,4.0,9.0,11.0,10.0,9.0,9.0,9.0
2026-06-15,6.0,6.0,6.0,5.0,10.0,9.0,8.0,10.0,9.0,9.0
2026-06-16,4.0,4.0,4.0,4.0,9.0,8.0,9.0,9.0,9.0,10.0
2026-06-17,4.0,5.0,5.0,7.0,8.0,8.0,7.0,10.0,9.0,9.0
2026-06-18,8.0,4.0,4.0,9.0,10.0,10.0,7.0,10.0,10.0,9.0
2026-06-19,4.0,5.0,5.0,10.0,8.0,11.0,10.0,9.0,9.0,10.0
2026-06-20,9.0,6.0,8.0,10.0,13.0,9.0,9.0,12.0,9.0,10.0
2026-06-21,19.0,18.0,15.0,12.0,14.0,13.0,8.0,11.0,11.0,9.0
2026-06-22,16.0,15.0,14.0,10.0,12.0,12.0,13.0,12.0,11.0,13.0
2026-06-23,11.0,9.0,10.0,6.0,13.0,14.0,14.0,14.0,11.0,12.0
2026-06-24,8.0,7.0,8.0,8.0,10.0,13.0,15.0,15.0,15.0,12.0
2026-06-25,13.0,13.0,10.0,10.0,11.0,12.0,12.0,15.0,15.0,15.0
2026-06-26,13.0,12.0,11.0,8.0,11.0,10.0,10.0,12.0,13.0,13.0
2026-06-27,10.0,11.0,10.0,7.0,11.0,12.0,10.0,11.0,12.0,14.0
2026-06-28,11.0,11.0,12.0,9.0,11.0,11.0,14.0,13.0,13.0,12.0
2026-06-29,15.0,15.0,16.0,13.0,14.0,12.0,13.0,13.0,15.0,13.0
